"foc0" "g1" "ninecode"
0.650390625 0.349609375 142169640
0.650390625 0.349609375 142169641
0.431640625 0.568359375 142169646
0.431640625 0.568359375 142169647
0.326171875 0.673828125 142169648
0.541015625 0.458984375 142169657
0.43359375 0.56640625 142169660
0.43359375 0.56640625 142169661
0.43359375 0.56640625 142169662
0.583984375 0.416015625 142169677
0.583984375 0.416015625 142169678
0.748046875 0.251953125 142169679
0.216796875 0.783203125 142169681
0.216796875 0.783203125 142169682
0.216796875 0.783203125 142169683
0.216796875 0.783203125 142169684
0.748046875 0.251953125 142169686
0.748046875 0.251953125 142169687
0.748046875 0.251953125 142169688
0.865234375 0.134765625 142169689
0.865234375 0.134765625 142169690
0.865234375 0.134765625 142169691
0.431640625 0.568359375 142169698
0.431640625 0.568359375 143173309
0.431640625 0.568359375 143173310
0.431640625 0.568359375 143173311
0.431640625 0.568359375 143173312
0.326171875 0.673828125 143173315
0.326171875 0.673828125 143173316
0.326171875 0.673828125 143173317
0.748046875 0.251953125 143173326
0.748046875 0.251953125 143173327
0.748046875 0.251953125 143173328
0.748046875 0.251953125 143173329
0.431640625 0.568359375 143173331
0.431640625 0.568359375 143173332
0.431640625 0.568359375 143173349
0.423828125 0.576171875 143173397
0.423828125 0.576171875 143173398
0.423828125 0.576171875 143173399
0.431640625 0.568359375 143173502
0.431640625 0.568359375 143173504
0.431640625 0.568359375 143173505
0.650390625 0.349609375 143173509
0.650390625 0.349609375 143173510
0.650390625 0.349609375 143173511
0.326171875 0.673828125 143173515
0.326171875 0.673828125 143173516
0.326171875 0.673828125 143173517
0.583984375 0.416015625 143173518
0.583984375 0.416015625 143173519
0.583984375 0.416015625 143173520
0.583984375 0.416015625 143173521
0.748046875 0.251953125 143173525
0.748046875 0.251953125 143173526
0.748046875 0.251953125 143173527
0.748046875 0.251953125 143173528
0.833984375 0.166015625 143173537
0.833984375 0.166015625 143173538
0.833984375 0.166015625 143173539
0.833984375 0.166015625 143173540
0.865234375 0.134765625 143173550
0.865234375 0.134765625 143173551
0.865234375 0.134765625 143173552
0.43359375 0.56640625 143173563
0.43359375 0.56640625 143173564
0.43359375 0.56640625 143173565
0.326171875 0.673828125 145120415
0.326171875 0.673828125 145120416
0.326171875 0.673828125 145120417
0.431640625 0.568359375 145120418
0.431640625 0.568359375 145120419
0.431640625 0.568359375 145120420
0.748046875 0.251953125 145120421
0.748046875 0.251953125 145120422
0.748046875 0.251953125 145120423
0.748046875 0.251953125 145120424
0.650390625 0.349609375 145120429
0.650390625 0.349609375 145120430
0.650390625 0.349609375 145120431
0.650390625 0.349609375 145120432
0.431640625 0.568359375 145120439
0.431640625 0.568359375 145120440
0.431640625 0.568359375 145120441
0.431640625 0.568359375 145120442
0.626953125 0.373046875 145120454
0.626953125 0.373046875 145120455
0.626953125 0.373046875 145120456
0.626953125 0.373046875 145120457
0.865234375 0.134765625 145120484
0.865234375 0.134765625 145120485
0.865234375 0.134765625 145120486
0.43359375 0.56640625 145120491
0.43359375 0.56640625 145120492
0.43359375 0.56640625 145120493
0.326171875 0.673828125 145120617
0.853515625 0.146484375 145120620
0.853515625 0.146484375 145120621
0.853515625 0.146484375 145120622
0.853515625 0.146484375 145120623
0.650390625 0.349609375 145120625
0.650390625 0.349609375 145120626
0.650390625 0.349609375 145120627
0.583984375 0.416015625 145120643
0.583984375 0.416015625 145120644
0.583984375 0.416015625 145120645
0.216796875 0.783203125 145120654
0.431640625 0.568359375 145120655
0.216796875 0.783203125 145120656
0.541015625 0.458984375 145120674
0.541015625 0.458984375 145120675
0.43359375 0.56640625 145120676
0.43359375 0.56640625 145120677
0.43359375 0.56640625 145120678
0.43359375 0.56640625 145120679
0.431640625 0.568359375 145120690
0.431640625 0.568359375 145120694
0.431640625 0.568359375 145120697
0.431640625 0.568359375 145120698
0.431640625 0.568359375 145120699
0.587890625 0.412109375 145162046
0.587890625 0.412109375 145162047
0.587890625 0.412109375 145162048
0.587890625 0.412109375 145162049
0.587890625 0.412109375 146164123
0.587890625 0.412109375 146164124
0.587890625 0.412109375 146164125
0.587890625 0.412109375 146164202
0.587890625 0.412109375 146164203
0.587890625 0.412109375 146164204
0.435546875 0.564453125 146164292
0.435546875 0.564453125 146164293
0.435546875 0.564453125 146164294
0.787109375 0.212890625 150147117
0.787109375 0.212890625 150147118
0.787109375 0.212890625 150147119
0.419921875 0.580078125 150147144
0.419921875 0.580078125 150147145
0.419921875 0.580078125 150147146
0.419921875 0.580078125 150147147
0.419921875 0.580078125 150147148
0.787109375 0.212890625 150147176
0.787109375 0.212890625 150147177
0.787109375 0.212890625 150147178
0.853515625 0.146484375 150154600
0.419921875 0.580078125 150154635
0.419921875 0.580078125 150154636
0.419921875 0.580078125 150154637
0.419921875 0.580078125 150154638
0.650390625 0.349609375 150154668
0.650390625 0.349609375 150154669
0.748046875 0.251953125 150154673
0.748046875 0.251953125 150154674
0.748046875 0.251953125 150154675
0.748046875 0.251953125 150154676
0.865234375 0.134765625 150154682
0.865234375 0.134765625 150154683
0.853515625 0.146484375 150156901
0.853515625 0.146484375 150156902
0.853515625 0.146484375 150156903
0.587890625 0.412109375 150159225
0.63671875 0.36328125 142169629
0.8408203125 0.1591796875 142169630
0.63671875 0.36328125 142169631
0.6240234375 0.3759765625 142169663
0.6240234375 0.3759765625 142169664
0.6240234375 0.3759765625 142169665
0.6240234375 0.3759765625 142169666
0.6240234375 0.3759765625 143173301
0.6240234375 0.3759765625 143173302
0.43359375 0.56640625 143173303
0.43359375 0.56640625 143173304
0.6728515625 0.3271484375 143173305
0.6728515625 0.3271484375 143173306
0.6728515625 0.3271484375 143173307
0.6728515625 0.3271484375 143173308
0.6240234375 0.3759765625 143173313
0.6240234375 0.3759765625 143173314
0.2158203125 0.7841796875 143173318
0.2158203125 0.7841796875 143173319
0.2158203125 0.7841796875 143173320
0.2158203125 0.7841796875 143173321
0.537109375 0.462890625 143173323
0.6064453125 0.3935546875 143173324
0.6064453125 0.3935546875 143173325
0.5087890625 0.4912109375 143173330
0.3740234375 0.6259765625 143173333
0.3740234375 0.6259765625 143173334
0.3740234375 0.6259765625 143173335
0.43359375 0.56640625 143173336
0.43359375 0.56640625 143173337
0.43359375 0.56640625 143173338
0.43359375 0.56640625 143173339
0.6435546875 0.3564453125 143173342
0.5283203125 0.4716796875 143173366
0.5283203125 0.4716796875 143173367
0.482421875 0.517578125 143173368
0.482421875 0.517578125 143173369
0.4619140625 0.5380859375 143173370
0.482421875 0.517578125 143173371
0.7421875 0.2578125 143173372
0.541015625 0.458984375 143173373
0.541015625 0.458984375 143173374
0.541015625 0.458984375 143173375
0.6396484375 0.3603515625 143173378
0.6396484375 0.3603515625 143173379
0.6728515625 0.3271484375 143173387
0.6728515625 0.3271484375 143173388
0.6728515625 0.3271484375 143173389
0.6728515625 0.3271484375 143173390
0.5322265625 0.4677734375 143173393
0.5322265625 0.4677734375 143173394
0.5322265625 0.4677734375 143173395
0.5322265625 0.4677734375 143173396
0.8408203125 0.1591796875 143173400
0.5283203125 0.4716796875 143173553
0.482421875 0.517578125 143173554
0.482421875 0.517578125 143173555
0.482421875 0.517578125 143173556
0.6240234375 0.3759765625 143173557
0.6240234375 0.3759765625 143173558
0.6240234375 0.3759765625 143173559
0.8076171875 0.1923828125 143173561
0.8076171875 0.1923828125 143173562
0.7587890625 0.2412109375 143173572
0.7587890625 0.2412109375 143173573
0.7197265625 0.2802734375 143173574
0.7587890625 0.2412109375 143173575
0.43359375 0.56640625 143173579
0.43359375 0.56640625 143173580
0.43359375 0.56640625 143173581
0.6728515625 0.3271484375 143173583
0.6728515625 0.3271484375 143173584
0.6728515625 0.3271484375 143173585
0.6064453125 0.3935546875 143173588
0.6064453125 0.3935546875 143173589
0.501953125 0.498046875 143173590
0.6064453125 0.3935546875 143173591
0.5263671875 0.4736328125 143173592
0.5263671875 0.4736328125 143173593
0.5810546875 0.4189453125 143173594
0.5810546875 0.4189453125 143173595
0.537109375 0.462890625 143173596
0.8603515625 0.1396484375 143173597
0.8603515625 0.1396484375 143173598
0.6240234375 0.3759765625 143173600
0.6240234375 0.3759765625 145120402
0.8134765625 0.1865234375 145120404
0.8134765625 0.1865234375 145120405
0.8134765625 0.1865234375 145120406
0.5322265625 0.4677734375 145120407
0.5322265625 0.4677734375 145120408
0.5322265625 0.4677734375 145120409
0.5322265625 0.4677734375 145120410
0.3701171875 0.6298828125 145120426
0.8408203125 0.1591796875 145120428
0.5283203125 0.4716796875 145120435
0.5283203125 0.4716796875 145120436
0.5283203125 0.4716796875 145120437
0.2158203125 0.7841796875 145120451
0.2158203125 0.7841796875 145120452
0.2158203125 0.7841796875 145120453
0.482421875 0.517578125 145120458
0.482421875 0.517578125 145120459
0.482421875 0.517578125 145120460
0.482421875 0.517578125 145120461
0.43359375 0.56640625 145120463
0.43359375 0.56640625 145120464
0.43359375 0.56640625 145120465
0.43359375 0.56640625 145120466
0.748046875 0.251953125 145120468
0.8603515625 0.1396484375 145120477
0.8603515625 0.1396484375 145120478
0.8603515625 0.1396484375 145120479
0.8603515625 0.1396484375 145120480
0.5263671875 0.4736328125 145120481
0.5263671875 0.4736328125 145120482
0.5263671875 0.4736328125 145120483
0.7587890625 0.2412109375 145120487
0.7587890625 0.2412109375 145120488
0.7587890625 0.2412109375 145120489
0.7587890625 0.2412109375 145120490
0.8076171875 0.1923828125 145120494
0.8076171875 0.1923828125 145120495
0.8076171875 0.1923828125 145120601
0.8076171875 0.1923828125 145120603
0.8076171875 0.1923828125 145120604
0.8603515625 0.1396484375 145120614
0.8603515625 0.1396484375 145120615
0.8603515625 0.1396484375 145120616
0.8603515625 0.1396484375 145120624
0.6240234375 0.3759765625 145120658
0.6240234375 0.3759765625 145120659
0.6240234375 0.3759765625 145120660
0.6240234375 0.3759765625 145120661
0.6240234375 0.3759765625 145120662
0.2099609375 0.7900390625 145120665
0.2099609375 0.7900390625 145120666
0.6435546875 0.3564453125 145162015
0.6435546875 0.3564453125 145162016
0.6435546875 0.3564453125 145162017
0.6435546875 0.3564453125 145162018
0.6240234375 0.3759765625 145162021
0.6240234375 0.3759765625 145162022
0.6240234375 0.3759765625 145162023
0.6083984375 0.3916015625 145162031
0.5078125 0.4921875 145162042
0.5078125 0.4921875 145162043
0.5078125 0.4921875 145162044
0.6416015625 0.3583984375 145162080
0.4990234375 0.5009765625 145162097
0.6240234375 0.3759765625 145162115
0.6240234375 0.3759765625 145162116
0.6240234375 0.3759765625 145162117
0.6240234375 0.3759765625 145162118
0.5078125 0.4921875 145162129
0.6494140625 0.3505859375 145162136
0.6494140625 0.3505859375 145162137
0.6494140625 0.3505859375 145162138
0.6083984375 0.3916015625 145162139
0.6083984375 0.3916015625 145162141
0.4990234375 0.5009765625 145162197
0.4990234375 0.5009765625 145162198
0.4990234375 0.5009765625 145162199
0.4990234375 0.5009765625 145162200
0.6494140625 0.3505859375 145162226
0.4990234375 0.5009765625 145162286
0.4990234375 0.5009765625 145162287
0.6494140625 0.3505859375 145162324
0.4169921875 0.5830078125 145162489
0.4169921875 0.5830078125 145162490
0.4169921875 0.5830078125 145162491
0.4169921875 0.5830078125 146130392
0.8076171875 0.1923828125 146164001
0.482421875 0.517578125 146164002
0.482421875 0.517578125 146164003
0.482421875 0.517578125 146164004
0.5205078125 0.4794921875 146164006
0.7470703125 0.2529296875 146164009
0.7470703125 0.2529296875 146164010
0.7470703125 0.2529296875 146164011
0.7470703125 0.2529296875 146164012
0.5283203125 0.4716796875 146164023
0.5283203125 0.4716796875 146164024
0.5283203125 0.4716796875 146164025
0.5283203125 0.4716796875 146164026
0.7421875 0.2578125 146164028
0.7451171875 0.2548828125 146164038
0.7451171875 0.2548828125 146164039
0.7451171875 0.2548828125 146164040
0.7001953125 0.2998046875 146164041
0.6279296875 0.3720703125 146164056
0.6279296875 0.3720703125 146164057
0.6279296875 0.3720703125 146164058
0.6279296875 0.3720703125 146164059
0.435546875 0.564453125 146164060
0.435546875 0.564453125 146164061
0.435546875 0.564453125 146164062
0.435546875 0.564453125 146164063
0.7421875 0.2578125 146164101
0.4169921875 0.5830078125 146164108
0.4990234375 0.5009765625 146164109
0.4169921875 0.5830078125 146164110
0.4990234375 0.5009765625 146164111
0.6240234375 0.3759765625 146164129
0.6240234375 0.3759765625 146164130
0.7001953125 0.2998046875 146164146
0.7001953125 0.2998046875 146164147
0.7001953125 0.2998046875 146164148
0.6728515625 0.3271484375 146164149
0.6728515625 0.3271484375 146164150
0.6728515625 0.3271484375 146164151
0.5283203125 0.4716796875 146164152
0.5283203125 0.4716796875 146164153
0.5283203125 0.4716796875 146164154
0.6083984375 0.3916015625 146164158
0.6083984375 0.3916015625 146164159
0.6083984375 0.3916015625 146164160
0.7060546875 0.2939453125 146164201
0.435546875 0.564453125 146164205
0.6435546875 0.3564453125 146164207
0.6435546875 0.3564453125 146164208
0.6435546875 0.3564453125 146164209
0.6044921875 0.3955078125 146164210
0.6728515625 0.3271484375 146164211
0.6728515625 0.3271484375 146164212
0.6728515625 0.3271484375 146164213
0.4169921875 0.5830078125 146164214
0.4169921875 0.5830078125 146164215
0.6279296875 0.3720703125 146164221
0.5283203125 0.4716796875 146164239
0.482421875 0.517578125 146164246
0.482421875 0.517578125 146164247
0.6416015625 0.3583984375 146164250
0.4990234375 0.5009765625 146164273
0.4169921875 0.5830078125 146164274
0.4169921875 0.5830078125 146164275
0.4169921875 0.5830078125 146164276
0.7421875 0.2578125 146164281
0.7421875 0.2578125 146164282
0.6728515625 0.3271484375 146164296
0.6728515625 0.3271484375 146164297
0.6728515625 0.3271484375 146164298
0.6240234375 0.3759765625 150154667
0.8603515625 0.1396484375 150154681
0.8076171875 0.1923828125 150154689
0.8076171875 0.1923828125 150154690
0.6435546875 0.3564453125 150154691
0.6435546875 0.3564453125 150154692
0.6435546875 0.3564453125 150154693
0.6240234375 0.3759765625 150154694
0.4990234375 0.5009765625 150159201
0.4990234375 0.5009765625 150159202
0.4990234375 0.5009765625 150159203
0.8076171875 0.1923828125 150159215
0.8076171875 0.1923828125 150159216
0.7470703125 0.2529296875 150159228
0.5263671875 0.4736328125 150159229
0.501953125 0.498046875 150159230
0.501953125 0.498046875 150159231
0.501953125 0.498046875 150159232
0.2919921875 0.7080078125 150159243
0.541015625 0.458984375 150159247
0.541015625 0.458984375 150159248
0.541015625 0.458984375 150159249
0.42578125 0.57421875 150159253
0.501953125 0.498046875 150159254
0.6298828125 0.3701171875 150159255
0.4990234375 0.5009765625 150159259
0.4990234375 0.5009765625 150159260
0.4990234375 0.5009765625 150159261
0.4990234375 0.5009765625 150159262
0.7451171875 0.2548828125 150159263
0.7451171875 0.2548828125 150159264
0.7451171875 0.2548828125 150159265
0.8603515625 0.1396484375 150159267
0.6337890625 0.3662109375 150159268
0.6337890625 0.3662109375 150159269
0.6337890625 0.3662109375 150159270
0.8408203125 0.1591796875 150159276
0.6240234375 0.3759765625 150159277
0.6240234375 0.3759765625 150159278
0.6728515625 0.3271484375 150159279
0.6728515625 0.3271484375 150159280
0.6728515625 0.3271484375 150159281
0.8466796875 0.1533203125 150159284
0.8466796875 0.1533203125 150159285
0.8466796875 0.1533203125 150159286
0.8466796875 0.1533203125 150159287
0.7275390625 0.2724609375 150159291
0.7275390625 0.2724609375 150159292
0.7275390625 0.2724609375 150159293
0.4990234375 0.5009765625 150159294
0.4990234375 0.5009765625 150159295
0.4990234375 0.5009765625 150159296
0.66845703125 0.33154296875 143173383
0.751953125 0.248046875 143173541
0.751953125 0.248046875 143173542
0.751953125 0.248046875 143173543
0.68603515625 0.31396484375 143173547
0.68603515625 0.31396484375 143173548
0.68603515625 0.31396484375 143173549
0.69580078125 0.30419921875 143173582
0.751953125 0.248046875 145120447
0.751953125 0.248046875 145120448
0.751953125 0.248046875 145120449
0.751953125 0.248046875 145120450
0.68603515625 0.31396484375 145120467
0.6005859375 0.3994140625 145162008
0.47607421875 0.52392578125 145162012
0.47607421875 0.52392578125 145162013
0.5615234375 0.4384765625 145162019
0.5615234375 0.4384765625 145162020
0.62841796875 0.37158203125 145162029
0.626953125 0.373046875 145162032
0.626953125 0.373046875 145162033
0.626953125 0.373046875 145162034
0.61474609375 0.38525390625 145162035
0.61474609375 0.38525390625 145162036
0.61474609375 0.38525390625 145162037
0.61474609375 0.38525390625 145162038
0.4482421875 0.5517578125 145162039
0.4482421875 0.5517578125 145162040
0.4482421875 0.5517578125 145162041
0.62353515625 0.37646484375 145162053
0.62353515625 0.37646484375 145162054
0.80419921875 0.19580078125 145162055
0.24951171875 0.75048828125 145162056
0.24951171875 0.75048828125 145162057
0.24951171875 0.75048828125 145162058
0.53173828125 0.46826171875 145162067
0.53173828125 0.46826171875 145162068
0.48193359375 0.51806640625 145162069
0.48193359375 0.51806640625 145162070
0.48193359375 0.51806640625 145162071
0.48193359375 0.51806640625 145162072
0.62548828125 0.37451171875 145162073
0.5546875 0.4453125 145162074
0.6005859375 0.3994140625 145162079
0.58056640625 0.41943359375 145162088
0.58056640625 0.41943359375 145162089
0.61083984375 0.38916015625 145162090
0.58251953125 0.41748046875 145162094
0.62060546875 0.37939453125 145162095
0.58251953125 0.41748046875 145162096
0.54638671875 0.45361328125 145162104
0.54638671875 0.45361328125 145162105
0.54638671875 0.45361328125 145162106
0.54638671875 0.45361328125 145162107
0.58740234375 0.41259765625 145162108
0.58740234375 0.41259765625 145162109
0.58740234375 0.41259765625 145162110
0.6484375 0.3515625 145162111
0.62353515625 0.37646484375 145162112
0.62353515625 0.37646484375 145162113
0.53173828125 0.46826171875 145162114
0.52294921875 0.47705078125 145162120
0.52294921875 0.47705078125 145162121
0.4482421875 0.5517578125 145162127
0.4482421875 0.5517578125 145162128
0.55810546875 0.44189453125 145162130
0.626953125 0.373046875 145162149
0.626953125 0.373046875 145162150
0.626953125 0.373046875 145162151
0.61474609375 0.38525390625 145162152
0.61474609375 0.38525390625 145162153
0.31494140625 0.68505859375 145162158
0.31494140625 0.68505859375 145162159
0.31494140625 0.68505859375 145162160
0.31494140625 0.68505859375 145162161
0.47119140625 0.52880859375 145162169
0.6005859375 0.3994140625 145162170
0.80419921875 0.19580078125 145162178
0.8095703125 0.1904296875 145162179
0.7421875 0.2578125 145162180
0.45654296875 0.54345703125 145162187
0.62353515625 0.37646484375 145162188
0.45654296875 0.54345703125 145162189
0.45654296875 0.54345703125 145162190
0.66162109375 0.33837890625 145162191
0.48193359375 0.51806640625 145162193
0.48193359375 0.51806640625 145162194
0.31494140625 0.68505859375 145162195
0.31494140625 0.68505859375 145162196
0.44970703125 0.55029296875 145162211
0.47119140625 0.52880859375 145162215
0.47119140625 0.52880859375 145162216
0.47119140625 0.52880859375 145162217
0.58251953125 0.41748046875 145162223
0.53076171875 0.46923828125 145162224
0.53076171875 0.46923828125 145162225
0.62353515625 0.37646484375 145162227
0.62353515625 0.37646484375 145162228
0.56787109375 0.43212890625 145162229
0.56787109375 0.43212890625 145162230
0.56787109375 0.43212890625 145162231
0.56787109375 0.43212890625 145162232
0.55810546875 0.44189453125 145162238
0.55810546875 0.44189453125 145162239
0.55810546875 0.44189453125 145162240
0.53173828125 0.46826171875 145162250
0.53173828125 0.46826171875 145162251
0.67822265625 0.32177734375 145162252
0.67822265625 0.32177734375 145162253
0.67822265625 0.32177734375 145162254
0.58056640625 0.41943359375 145162261
0.58056640625 0.41943359375 145162262
0.58056640625 0.41943359375 145162263
0.68603515625 0.31396484375 145162277
0.53173828125 0.46826171875 145162278
0.48193359375 0.51806640625 145162284
0.48193359375 0.51806640625 145162285
0.31494140625 0.68505859375 145162288
0.66162109375 0.33837890625 145162305
0.66162109375 0.33837890625 145162306
0.58251953125 0.41748046875 145162309
0.58251953125 0.41748046875 145162310
0.58251953125 0.41748046875 145162311
0.58251953125 0.41748046875 145162312
0.53076171875 0.46923828125 145162325
0.44970703125 0.55029296875 145162332
0.55810546875 0.44189453125 145162336
0.55810546875 0.44189453125 145162337
0.62353515625 0.37646484375 145162348
0.62353515625 0.37646484375 145162349
0.62353515625 0.37646484375 145162350
0.5537109375 0.4462890625 145162355
0.5537109375 0.4462890625 145162356
0.61083984375 0.38916015625 145162357
0.61083984375 0.38916015625 145162358
0.61083984375 0.38916015625 145162359
0.7158203125 0.2841796875 145162360
0.58056640625 0.41943359375 145162361
0.58056640625 0.41943359375 145162362
0.45654296875 0.54345703125 145162398
0.45654296875 0.54345703125 145162399
0.53466796875 0.46533203125 145162406
0.2412109375 0.7587890625 145162410
0.2412109375 0.7587890625 145162411
0.63623046875 0.36376953125 145162418
0.63623046875 0.36376953125 145162419
0.6611328125 0.3388671875 145162435
0.6611328125 0.3388671875 145162436
0.6611328125 0.3388671875 145162437
0.53173828125 0.46826171875 145162450
0.5615234375 0.4384765625 145162451
0.5615234375 0.4384765625 145162452
0.5615234375 0.4384765625 145162453
0.31494140625 0.68505859375 145162455
0.31494140625 0.68505859375 145162456
0.31494140625 0.68505859375 145162457
0.62353515625 0.37646484375 145162461
0.62353515625 0.37646484375 145162462
0.65771484375 0.34228515625 145162464
0.58056640625 0.41943359375 145162465
0.58056640625 0.41943359375 145162466
0.53466796875 0.46533203125 145162492
0.53466796875 0.46533203125 145162493
0.45654296875 0.54345703125 145162496
0.45654296875 0.54345703125 145162497
0.2412109375 0.7587890625 146130302
0.31494140625 0.68505859375 146130315
0.31494140625 0.68505859375 146130316
0.58056640625 0.41943359375 146130322
0.58056640625 0.41943359375 146130324
0.65771484375 0.34228515625 146130325
0.6611328125 0.3388671875 146130326
0.6611328125 0.3388671875 146130327
0.6611328125 0.3388671875 146130328
0.6611328125 0.3388671875 146130329
0.53173828125 0.46826171875 146130348
0.53173828125 0.46826171875 146130349
0.53173828125 0.46826171875 146130350
0.63623046875 0.36376953125 146130357
0.63623046875 0.36376953125 146130358
0.63623046875 0.36376953125 146130359
0.63623046875 0.36376953125 146130360
0.5615234375 0.4384765625 146130387
0.5615234375 0.4384765625 146130388
0.5615234375 0.4384765625 146130389
0.31494140625 0.68505859375 146130391
0.2412109375 0.7587890625 146130393
0.67822265625 0.32177734375 146130399
0.45654296875 0.54345703125 146130401
0.31494140625 0.68505859375 146130402
0.26611328125 0.73388671875 146130453
0.53173828125 0.46826171875 146130457
0.2412109375 0.7587890625 146130475
0.26611328125 0.73388671875 146130476
0.26611328125 0.73388671875 146130491
0.2412109375 0.7587890625 146130712
0.2412109375 0.7587890625 146130713
0.2412109375 0.7587890625 146130714
0.2412109375 0.7587890625 146130715
0.31201171875 0.68798828125 146130716
0.31201171875 0.68798828125 146130717
0.6611328125 0.3388671875 146130724
0.6611328125 0.3388671875 146130725
0.6611328125 0.3388671875 146130726
0.6220703125 0.3779296875 146164007
0.6220703125 0.3779296875 146164008
0.4658203125 0.5341796875 146164013
0.56298828125 0.43701171875 146164014
0.4658203125 0.5341796875 146164015
0.4658203125 0.5341796875 146164016
0.59716796875 0.40283203125 146164017
0.59716796875 0.40283203125 146164018
0.59619140625 0.40380859375 146164019
0.59619140625 0.40380859375 146164020
0.59619140625 0.40380859375 146164021
0.39990234375 0.60009765625 146164022
0.81396484375 0.18603515625 146164027
0.67724609375 0.32275390625 146164029
0.67724609375 0.32275390625 146164030
0.67724609375 0.32275390625 146164031
0.66845703125 0.33154296875 146164032
0.66845703125 0.33154296875 146164033
0.66845703125 0.33154296875 146164034
0.55322265625 0.44677734375 146164052
0.55322265625 0.44677734375 146164053
0.55126953125 0.44873046875 146164054
0.71337890625 0.28662109375 146164102
0.71337890625 0.28662109375 146164103
0.73388671875 0.26611328125 146164104
0.81396484375 0.18603515625 146164105
0.61865234375 0.38134765625 146164106
0.61865234375 0.38134765625 146164107
0.5634765625 0.4365234375 146164119
0.4580078125 0.5419921875 146164120
0.5634765625 0.4365234375 146164121
0.4580078125 0.5419921875 146164122
0.47119140625 0.52880859375 146164131
0.63818359375 0.36181640625 146164132
0.47119140625 0.52880859375 146164133
0.6005859375 0.3994140625 146164134
0.58251953125 0.41748046875 146164135
0.58251953125 0.41748046875 146164136
0.419921875 0.580078125 146164137
0.39990234375 0.60009765625 146164138
0.419921875 0.580078125 146164139
0.626953125 0.373046875 146164140
0.626953125 0.373046875 146164141
0.74658203125 0.25341796875 146164142
0.74658203125 0.25341796875 146164143
0.74658203125 0.25341796875 146164144
0.74658203125 0.25341796875 146164145
0.51904296875 0.48095703125 146164161
0.51904296875 0.48095703125 146164162
0.51904296875 0.48095703125 146164163
0.66845703125 0.33154296875 146164164
0.66845703125 0.33154296875 146164165
0.66845703125 0.33154296875 146164166
0.66845703125 0.33154296875 146164167
0.61474609375 0.38525390625 146164168
0.61474609375 0.38525390625 146164169
0.61474609375 0.38525390625 146164170
0.77783203125 0.22216796875 146164171
0.58056640625 0.41943359375 146164172
0.77783203125 0.22216796875 146164173
0.42041015625 0.57958984375 146164183
0.42041015625 0.57958984375 146164184
0.42041015625 0.57958984375 146164185
0.14599609375 0.85400390625 146164187
0.53173828125 0.46826171875 146164188
0.53173828125 0.46826171875 146164189
0.53173828125 0.46826171875 146164190
0.53173828125 0.46826171875 146164191
0.6005859375 0.3994140625 146164193
0.47119140625 0.52880859375 146164194
0.6005859375 0.3994140625 146164195
0.63720703125 0.36279296875 146164196
0.63720703125 0.36279296875 146164197
0.63720703125 0.36279296875 146164198
0.671875 0.328125 146164199
0.71337890625 0.28662109375 146164200
0.61474609375 0.38525390625 146164217
0.31494140625 0.68505859375 146164219
0.48193359375 0.51806640625 146164220
0.4580078125 0.5419921875 146164222
0.5634765625 0.4365234375 146164223
0.55322265625 0.44677734375 146164224
0.55322265625 0.44677734375 146164225
0.55322265625 0.44677734375 146164226
0.58251953125 0.41748046875 146164227
0.595703125 0.404296875 146164228
0.595703125 0.404296875 146164229
0.626953125 0.373046875 146164230
0.626953125 0.373046875 146164231
0.51904296875 0.48095703125 146164232
0.45703125 0.54296875 146164238
0.66845703125 0.33154296875 146164243
0.66845703125 0.33154296875 146164244
0.66845703125 0.33154296875 146164245
0.62548828125 0.37451171875 146164254
0.62548828125 0.37451171875 146164255
0.564453125 0.435546875 146164256
0.62548828125 0.37451171875 146164257
0.5634765625 0.4365234375 146164263
0.625 0.375 146164264
0.625 0.375 146164265
0.39990234375 0.60009765625 146164266
0.42041015625 0.57958984375 146164267
0.42041015625 0.57958984375 146164268
0.42041015625 0.57958984375 146164269
0.55322265625 0.44677734375 146164270
0.55322265625 0.44677734375 146164271
0.55322265625 0.44677734375 146164272
0.62353515625 0.37646484375 146164277
0.62353515625 0.37646484375 146164278
0.62353515625 0.37646484375 146164279
0.62353515625 0.37646484375 146164280
0.58251953125 0.41748046875 146164283
0.58251953125 0.41748046875 146164284
0.58251953125 0.41748046875 146164285
0.62060546875 0.37939453125 146164286
0.40380859375 0.59619140625 146164295
0.548828125 0.451171875 146164300
0.5888671875 0.4111328125 150159204
0.7548828125 0.2451171875 150159205
0.6220703125 0.3779296875 150159208
0.6220703125 0.3779296875 150159209
0.6220703125 0.3779296875 150159210
0.54296875 0.45703125 150159218
0.56298828125 0.43701171875 150159219
0.56298828125 0.43701171875 150159220
0.56298828125 0.43701171875 150159221
0.69287109375 0.30712890625 150159222
0.69287109375 0.30712890625 150159223
0.69287109375 0.30712890625 150159224
0.71337890625 0.28662109375 150159226
0.71337890625 0.28662109375 150159227
0.59619140625 0.40380859375 150159233
0.59619140625 0.40380859375 150159234
0.59619140625 0.40380859375 150159235
0.59716796875 0.40283203125 150159236
0.59716796875 0.40283203125 150159237
0.59716796875 0.40283203125 150159238
0.62353515625 0.37646484375 150159239
0.67724609375 0.32275390625 150159240
0.67724609375 0.32275390625 150159241
0.81396484375 0.18603515625 150159242
0.75048828125 0.24951171875 150159250
0.75048828125 0.24951171875 150159251
0.75048828125 0.24951171875 150159252
0.31494140625 0.68505859375 150159256
