"ninecode" "natalyr" "sex.use" "nestrec" "surv.ind.to.ad" "brood.date" "sex.use.x1" "f.coef" "foc0" "g1" "natalyr.no"
146164297 1995 1 2081 0 100 1 0.048858642578125 0.6728515625 0.3271484375 21
146164298 1995 2 2081 1 100 2 0.048858642578125 0.6728515625 0.3271484375 21
146164299 1995 2 2029 1 101 2 0.0737133026123047 0.7412109375 0.2587890625 21
146164300 1995 1 2029 1 101 1 0.0682353973388672 0.548828125 0.451171875 21
150159201 1993 2 1809 1 106 2 0.0233306884765625 0.4990234375 0.5009765625 19
150159203 1993 2 1809 1 106 2 0.0233306884765625 0.4990234375 0.5009765625 19
150159204 1993 2 1854 1 108 2 0.0460052490234375 0.5888671875 0.4111328125 19
150159205 1993 2 1854 1 108 2 0.127349853515625 0.7548828125 0.2451171875 19
150159206 1993 2 1859 0 109 2 0 0.20703125 0.79296875 19
150159207 1993 1 1859 0 109 1 0 0.20703125 0.79296875 19
150159208 1993 2 1841 1 109 2 0.08282470703125 0.6220703125 0.3779296875 19
150159209 1993 1 1841 1 109 1 0.08282470703125 0.6220703125 0.3779296875 19
150159210 1993 1 1841 0 109 1 0.08282470703125 0.6220703125 0.3779296875 19
150159211 1993 2 1891 0 112 2 0.107315063476562 0.75 0.25 19
150159213 1993 2 1891 1 112 2 0.107315063476562 0.75 0.25 19
150159214 1993 1 1891 0 112 1 0.107315063476562 0.75 0.25 19
150159216 1993 1 1832 1 114 1 0.051055908203125 0.8076171875 0.1923828125 19
150159217 1993 1 1832 1 114 1 0.021484375 0.6328125 0.3671875 19
150159218 1993 1 1885 0 115 1 0.137199401855469 0.54296875 0.45703125 19
150159219 1993 2 1885 0 115 2 0.152156829833984 0.56298828125 0.43701171875 19
150159220 1993 1 1885 1 115 1 0.152156829833984 0.56298828125 0.43701171875 19
150159224 1993 2 1861 0 116 2 0.0650482177734375 0.69287109375 0.30712890625 19
150159226 1993 1 1791 0 115 1 0.0864410400390625 0.71337890625 0.28662109375 19
150159227 1993 2 1791 1 115 2 0.0864410400390625 0.71337890625 0.28662109375 19
150159228 1993 1 1870 0 117 1 0.0957870483398438 0.7470703125 0.2529296875 19
150159229 1993 1 1815 0 117 1 0.104972839355469 0.5263671875 0.4736328125 19
150159230 1993 2 1820 1 116 2 0.0211639404296875 0.501953125 0.498046875 19
150159232 1993 2 1820 0 116 2 0.0211639404296875 0.501953125 0.498046875 19
150159240 1993 2 1876 1 127 2 0.122451782226562 0.67724609375 0.32275390625 19
150159241 1993 1 1876 1 127 1 0.122451782226562 0.67724609375 0.32275390625 19
150159242 1993 1 1835 0 125 1 0.110946655273438 0.81396484375 0.18603515625 19
150159243 1993 2 1797 1 129 2 0 0.2919921875 0.7080078125 19
150159244 1993 1 1797 1 129 1 0 0.20703125 0.79296875 19
150159245 1993 1 1797 0 129 1 0 0.20703125 0.79296875 19
150159249 1993 1 1812 1 128 1 0.048492431640625 0.541015625 0.458984375 19
150159250 1993 2 1850 0 130 2 0.0677947998046875 0.75048828125 0.24951171875 19
150159251 1993 2 1850 0 130 2 0.0677947998046875 0.75048828125 0.24951171875 19
150159252 1993 1 1850 0 130 1 0.0677947998046875 0.75048828125 0.24951171875 19
150159253 1993 1 1839 0 132 1 0.0209426879882812 0.42578125 0.57421875 19
150159254 1993 2 1820 1 116 2 0.0211639404296875 0.501953125 0.498046875 19
150159255 1993 1 1818 1 133 1 0.074737548828125 0.6298828125 0.3701171875 19
150159256 1993 2 1893 1 133 2 0.0186843872070312 0.31494140625 0.68505859375 19
150159257 1993 2 1893 0 133 2 0.0186843872070312 0.31494140625 0.68505859375 19
150159258 1993 1 1893 0 133 1 0.0186843872070312 0.31494140625 0.68505859375 19
150159262 1993 2 1802 0 134 2 0.0233306884765625 0.4990234375 0.5009765625 19
150159263 1993 1 1882 0 134 1 0.12493896484375 0.7451171875 0.2548828125 19
150159265 1993 2 1882 1 134 2 0.12493896484375 0.7451171875 0.2548828125 19
150159267 1993 1 1828 1 139 1 0.21136474609375 0.8603515625 0.1396484375 19
150159268 1993 2 1828 1 139 2 0.0568084716796875 0.6337890625 0.3662109375 19
150159271 1993 1 1852 1 138 1 0.0597381591796875 0.66845703125 0.33154296875 19
150159272 1993 1 1852 0 138 1 0.0597381591796875 0.66845703125 0.33154296875 19
150159273 1993 2 1844 1 141 2 0.0963134765625 0.53125 0.46875 19
150159276 1993 1 1846 0 139 1 0.113616943359375 0.8408203125 0.1591796875 19
150159277 1993 2 1825 0 141 2 0.040802001953125 0.6240234375 0.3759765625 19
150159278 1993 1 1825 1 141 1 0.040802001953125 0.6240234375 0.3759765625 19
150159280 1993 1 1857 0 143 1 0.048858642578125 0.6728515625 0.3271484375 19
150159281 1993 2 1857 1 143 2 0.048858642578125 0.6728515625 0.3271484375 19
150159282 1993 1 1805 1 144 1 0.0855789184570312 0.47119140625 0.52880859375 19
150159283 1993 1 1805 0 144 1 0.0855789184570312 0.47119140625 0.52880859375 19
150159289 1993 1 1792 1 146 1 0.0864410400390625 0.71337890625 0.28662109375 19
150159290 1993 2 1792 0 146 2 0.0864410400390625 0.71337890625 0.28662109375 19
150159291 1993 1 1848 1 146 1 0.106719970703125 0.7275390625 0.2724609375 19
150159293 1993 2 1848 0 146 2 0.106719970703125 0.7275390625 0.2724609375 19
150159294 1993 1 1810 0 148 1 0.0233306884765625 0.4990234375 0.5009765625 19
150159295 1993 2 1810 1 148 2 0.0233306884765625 0.4990234375 0.5009765625 19
150159296 1993 2 1810 1 148 2 0.0233306884765625 0.4990234375 0.5009765625 19
150159298 1993 2 1866 0 151 2 0.056915283203125 0.626953125 0.373046875 19
150159300 1993 1 1860 0 150 1 0 0.20703125 0.79296875 19
172168002 2000 2 2414 0 98 2 0 0.2777099609375 0.7222900390625 26
172168003 2000 1 2410 0 96 1 0.112427711486816 0.55224609375 0.44775390625 26
172168004 2000 1 2410 1 96 1 0.112427711486816 0.55224609375 0.44775390625 26
172168005 2000 2 2410 0 96 2 0.112427711486816 0.55224609375 0.44775390625 26
172168009 2000 1 2430 1 100 1 0.0740036964416504 0.58660888671875 0.41339111328125 26
172168013 2000 2 2412 0 104 2 0.0971879959106445 0.645263671875 0.354736328125 26
172168019 2000 1 2434 1 108 1 0.0824184417724609 0.60498046875 0.39501953125 26
172168020 2000 1 2434 0 108 1 0.0824184417724609 0.60498046875 0.39501953125 26
172168022 2000 2 2433 1 107 2 0.0633082389831543 0.5406494140625 0.4593505859375 26
172168023 2000 2 2433 0 107 2 0.0633082389831543 0.5406494140625 0.4593505859375 26
172168025 2000 1 2409 0 109 1 0.077126145362854 0.66778564453125 0.33221435546875 26
172168027 2000 2 2421 0 134 2 0 0.30657958984375 0.69342041015625 26
172168030 2000 2 2442 1 139 2 0.0846147537231445 0.565765380859375 0.434234619140625 26
172168031 2000 1 2442 0 139 1 0.0846147537231445 0.565765380859375 0.434234619140625 26
172168032 2000 2 2442 0 139 2 0.0846147537231445 0.565765380859375 0.434234619140625 26
172168033 2000 2 2440 0 140 2 0 0.291259765625 0.708740234375 26
172168034 2000 2 2440 1 140 2 0 0.291259765625 0.708740234375 26
172168035 2000 2 2440 0 140 2 0 0.291259765625 0.708740234375 26
172168036 2000 1 2411 0 140 1 0.112427711486816 0.55224609375 0.44775390625 26
172168037 2000 1 2411 0 140 1 0.112427711486816 0.55224609375 0.44775390625 26
172168039 2000 2 2413 1 143 2 0.0419259071350098 0.5101318359375 0.4898681640625 26
172168041 2000 1 2416 0 143 1 0 0.2777099609375 0.7222900390625 26
172168042 2000 1 2435 0 156 1 0.0812168121337891 0.598876953125 0.401123046875 26
172168043 2000 1 2419 1 164 1 0 0.28076171875 0.71923828125 26
172168045 2000 1 2419 0 164 1 0.0711326599121094 0.63818359375 0.36181640625 26
172168046 2000 2 2425 0 163 2 0.141558647155762 0.59173583984375 0.40826416015625 26
172168048 2000 2 2425 0 163 2 0.0804681777954102 0.57647705078125 0.42352294921875 26
172168050 2000 2 2422 0 169 2 0 0.30657958984375 0.69342041015625 26
172168052 2000 1 2432 0 169 1 0.086341381072998 0.529052734375 0.470947265625 26
172168054 2001 1 2443 1 97 1 0.0747010707855225 0.62158203125 0.37841796875 27
172168055 2001 1 2443 1 97 1 0.0819287300109863 0.59332275390625 0.40667724609375 27
172168056 2001 2 2443 0 97 2 0.0747010707855225 0.62158203125 0.37841796875 27
172168057 2001 1 2453 1 101 1 0.0804681777954102 0.57647705078125 0.42352294921875 27
172168058 2001 2 2453 0 101 2 0.047682523727417 0.5313720703125 0.4686279296875 27
172168059 2001 2 2453 1 101 2 0.0804681777954102 0.57647705078125 0.42352294921875 27
172168062 2001 1 2460 0 98 1 0.0379910469055176 0.473876953125 0.526123046875 27
172168063 2001 1 2460 1 98 1 0.0379910469055176 0.473876953125 0.526123046875 27
172168064 2001 1 2448 1 101 1 0.112427711486816 0.55224609375 0.44775390625 27
172168065 2001 1 2448 1 101 1 0.112427711486816 0.55224609375 0.44775390625 27
172168069 2001 1 2456 1 108 1 0.0542196035385132 0.50958251953125 0.49041748046875 27
172168070 2001 1 2456 0 108 1 0.0542196035385132 0.50958251953125 0.49041748046875 27
172168071 2001 1 2456 0 108 1 0.0621376037597656 0.55096435546875 0.44903564453125 27
172168072 2001 1 2456 1 108 1 0.0542196035385132 0.50958251953125 0.49041748046875 27
172168073 2001 1 2463 1 109 1 0.0546243190765381 0.55517578125 0.44482421875 27
172168074 2001 2 2463 0 109 2 0.0546243190765381 0.55517578125 0.44482421875 27
172168076 2001 1 2463 0 109 1 0.0546243190765381 0.55517578125 0.44482421875 27
172168084 2001 1 2458 1 111 1 0 0.339599609375 0.660400390625 27
172168085 2001 2 2458 0 111 2 0 0.339599609375 0.660400390625 27
172168092 2001 2 2451 1 119 2 0.0419259071350098 0.5101318359375 0.4898681640625 27
172168093 2001 1 2451 1 119 1 0.0419259071350098 0.5101318359375 0.4898681640625 27
172168097 2001 2 2451 1 119 2 0.0419259071350098 0.5101318359375 0.4898681640625 27
172168129 2005 1 2658 1 118 1 0.0701965540647507 0.540145874023438 0.459854125976562 31
172168131 2005 2 2661 0 121 2 0.0972590856254101 0.495773315429688 0.504226684570312 31
172168132 2005 2 2661 0 121 2 0.0972590856254101 0.495773315429688 0.504226684570312 31
172168133 2005 2 2661 0 121 2 0.0588237605988979 0.497894287109375 0.502105712890625 31
172168134 2005 1 2637 0 121 1 0.0390100032091141 0.4329833984375 0.5670166015625 31
172168135 2005 1 2637 0 121 1 0.0390100032091141 0.4329833984375 0.5670166015625 31
172168136 2005 1 2637 0 121 1 0.0390100032091141 0.4329833984375 0.5670166015625 31
172168137 2005 1 2673 0 127 1 0.0502558685839176 0.452384948730469 0.547615051269531 31
172168138 2005 2 2673 0 127 2 0.0502558685839176 0.452384948730469 0.547615051269531 31
172168139 2005 1 2673 0 127 1 0.0502558685839176 0.452384948730469 0.547615051269531 31
172168140 2005 2 2656 0 131 2 0.163555979728699 0.50201416015625 0.49798583984375 31
172168141 2005 1 2656 0 131 1 0.163555979728699 0.50201416015625 0.49798583984375 31
172168142 2005 2 2656 0 131 2 0.0461847428232431 0.441652297973633 0.558347702026367 31
172168144 2005 1 2633 0 119 1 0.0651671886444092 0.479141235351562 0.520858764648438 31
172168146 2005 1 2619 1 131 1 0.060905933380127 0.41046142578125 0.58953857421875 31
172168147 2005 2 2619 0 131 2 0.060905933380127 0.41046142578125 0.58953857421875 31
172168148 2005 1 2619 0 131 1 0.060905933380127 0.41046142578125 0.58953857421875 31
172168149 2005 2 2619 0 131 2 0.060905933380127 0.41046142578125 0.58953857421875 31
172168150 2005 2 2664 0 132 2 0.0235463529825211 0.361160278320312 0.638839721679688 31
172168151 2005 2 2687 1 132 2 0 0.26568603515625 0.73431396484375 31
172168152 2005 1 2687 0 132 1 0 0.26568603515625 0.73431396484375 31
172168154 2005 2 2687 1 132 2 0 0.26568603515625 0.73431396484375 31
172168155 2005 2 2633 1 119 2 0.0651671886444092 0.479141235351562 0.520858764648438 31
172168156 2005 1 2651 0 136 1 0.112559884786606 0.50067138671875 0.49932861328125 31
172168157 2005 1 2651 1 136 1 0.0637537837028503 0.54302978515625 0.45697021484375 31
172168159 2005 1 2651 0 136 1 0.0637537837028503 0.54302978515625 0.45697021484375 31
172168160 2005 1 2649 1 135 1 0.0708290785551071 0.534194946289062 0.465805053710938 31
172168161 2005 1 2649 0 135 1 0.0708290785551071 0.534194946289062 0.465805053710938 31
172168162 2005 1 2649 0 135 1 0.0708290785551071 0.534194946289062 0.465805053710938 31
172168163 2005 2 2628 0 136 2 0 0.205230712890625 0.794769287109375 31
172168164 2005 2 2628 0 136 2 0 0.209716796875 0.790283203125 31
172168167 2005 1 2691 0 136 1 0.0447060465812683 0.4664306640625 0.5335693359375 31
172168168 2005 1 2691 0 136 1 0.0447060465812683 0.4664306640625 0.5335693359375 31
172168169 2005 2 2678 0 136 2 0 0.275043487548828 0.724956512451172 31
172168170 2005 1 2678 0 136 1 0 0.275043487548828 0.724956512451172 31
172168171 2005 2 2678 0 136 2 0 0.220062255859375 0.779937744140625 31
172168172 2005 1 2678 0 136 1 0 0.275043487548828 0.724956512451172 31
172168173 2005 1 2624 0 136 1 0.0362139940261841 0.37982177734375 0.62017822265625 31
172168175 2005 1 2624 0 136 1 0.0362139940261841 0.37982177734375 0.62017822265625 31
172168176 2005 1 2624 0 136 1 0.0362139940261841 0.37982177734375 0.62017822265625 31
172168177 2005 2 2675 0 140 2 0.0453689284622669 0.434452056884766 0.565547943115234 31
172168179 2005 1 2675 0 140 1 0.0453689284622669 0.434452056884766 0.565547943115234 31
172168180 2005 2 2616 0 125 2 0.0394054055213928 0.428924560546875 0.571075439453125 31
172168186 2005 2 2681 0 144 2 0.148245573043823 0.389862060546875 0.610137939453125 31
172168187 2005 2 2681 0 144 2 0.148245573043823 0.389862060546875 0.610137939453125 31
172168188 2005 1 2681 0 144 1 0.148245573043823 0.389862060546875 0.610137939453125 31
172168189 2005 2 2634 0 148 2 0.0651671886444092 0.479141235351562 0.520858764648438 31
172168190 2005 1 2626 0 147 1 0.188382893800735 0.454925537109375 0.545074462890625 31
172168191 2005 2 2626 0 147 2 0.188382893800735 0.454925537109375 0.545074462890625 31
172168193 2005 1 2668 0 148 1 0.0725813806056976 0.23333740234375 0.76666259765625 31
172168194 2005 1 2671 0 154 1 0.291359961032867 0.50958251953125 0.49041748046875 31
172168196 2005 1 2685 0 155 1 0.061453565955162 0.5076904296875 0.4923095703125 31
172168197 2005 2 2685 0 155 2 0.061453565955162 0.5076904296875 0.4923095703125 31
172168198 2005 2 2685 0 155 2 0.061453565955162 0.5076904296875 0.4923095703125 31
172168199 2005 1 2638 1 166 1 0.0783120095729828 0.6123046875 0.3876953125 31
172168200 2005 1 2638 0 166 1 0.0783120095729828 0.6123046875 0.3876953125 31
172168265 2001 2 2446 0 116 2 0.0838794410228729 0.608917236328125 0.391082763671875 27
172168266 2001 1 2446 1 116 1 0.0838794410228729 0.608917236328125 0.391082763671875 27
172168267 2001 1 2446 0 116 1 0.0838794410228729 0.608917236328125 0.391082763671875 27
172168277 2001 2 2465 1 121 2 0.0643131732940674 0.5673828125 0.4326171875 27
172168301 2002 1 2475 1 142 1 0.0419259071350098 0.5101318359375 0.4898681640625 28
172168302 2002 2 2475 0 142 2 0.0419259071350098 0.5101318359375 0.4898681640625 28
172168303 2002 1 2481 0 143 1 0.0392484664916992 0.44012451171875 0.55987548828125 28
172168304 2002 1 2481 0 143 1 0.0392484664916992 0.44012451171875 0.55987548828125 28
172168305 2002 2 2481 0 143 2 0.0608105659484863 0.4608154296875 0.5391845703125 28
172168315 2002 2 2509 1 146 2 0.0335774421691895 0.41943359375 0.58056640625 28
172168316 2002 2 2485 1 147 2 0 0.310791015625 0.689208984375 28
172168317 2002 2 2485 1 147 2 0 0.310791015625 0.689208984375 28
172168318 2002 1 2498 0 147 1 0.30978137254715 0.57647705078125 0.42352294921875 28
172168319 2002 1 2498 0 147 1 0.30978137254715 0.57647705078125 0.42352294921875 28
172168320 2002 1 2498 0 147 1 0.30978137254715 0.57647705078125 0.42352294921875 28
172168328 2002 1 2518 0 148 1 0.0535163879394531 0.50262451171875 0.49737548828125 28
172168329 2002 1 2518 1 148 1 0.0535163879394531 0.50262451171875 0.49737548828125 28
172168330 2002 1 2507 0 148 1 0 0.140380859375 0.859619140625 28
172168332 2002 1 2507 0 148 1 0 0.339599609375 0.660400390625 28
172168334 2002 1 2500 0 148 1 0.0637537837028503 0.54302978515625 0.45697021484375 28
172168335 2002 2 2500 0 148 2 0.0523055791854858 0.509857177734375 0.490142822265625 28
172168338 2002 1 2490 0 148 1 0.0804681777954102 0.57647705078125 0.42352294921875 28
172168341 2002 2 2494 0 149 2 0.0891181230545044 0.53118896484375 0.46881103515625 28
172168343 2002 1 2496 0 151 1 0.0864404439926147 0.51824951171875 0.48175048828125 28
172168344 2002 1 2496 0 151 1 0.0864404439926147 0.51824951171875 0.48175048828125 28
172168345 2002 2 2496 1 151 2 0.0864404439926147 0.51824951171875 0.48175048828125 28
172168354 2002 1 2477 1 154 1 0.0373600721359253 0.452545166015625 0.547454833984375 28
172168355 2002 1 2477 0 154 1 0.0779668092727661 0.587677001953125 0.412322998046875 28
172168356 2002 2 2477 0 154 2 0.0779668092727661 0.587677001953125 0.412322998046875 28
172168366 2002 1 2520 0 163 1 0.0670806169509888 0.525115966796875 0.474884033203125 28
172168369 2002 2 2505 0 163 2 0.0621376037597656 0.55096435546875 0.44903564453125 28
172168370 2002 2 2505 1 163 2 0.0621376037597656 0.55096435546875 0.44903564453125 28
172168376 2002 1 2514 0 176 1 0.0386239290237427 0.42486572265625 0.57513427734375 28
172168377 2002 1 2514 0 176 1 0.0386239290237427 0.42486572265625 0.57513427734375 28
172168378 2002 2 2514 0 176 2 0.0386239290237427 0.42486572265625 0.57513427734375 28
172168379 2002 2 2470 0 177 2 0.0887405872344971 0.5479736328125 0.4520263671875 28
172168380 2002 2 2470 0 177 2 0.0819287300109863 0.59332275390625 0.40667724609375 28
176124004 2001 2 2454 1 143 2 0.047682523727417 0.5313720703125 0.4686279296875 27
176124005 2001 2 2454 0 143 2 0.0804681777954102 0.57647705078125 0.42352294921875 27
176124011 2001 2 2461 0 147 2 0.256876945495605 0.28076171875 0.71923828125 27
176124012 2001 2 2461 1 147 2 0.256876945495605 0.28076171875 0.71923828125 27
176124013 2001 1 2461 0 147 1 0.256876945495605 0.28076171875 0.71923828125 27
176124014 2001 1 2461 0 147 1 0.256876945495605 0.28076171875 0.71923828125 27
176124022 2001 1 2447 1 157 1 0.0838794410228729 0.608917236328125 0.391082763671875 27
176124023 2001 1 2447 0 157 1 0.0838794410228729 0.608917236328125 0.391082763671875 27
176124024 2001 2 2462 0 157 2 0.0869120955467224 0.548583984375 0.451416015625 27
176124025 2001 2 2462 1 157 2 0.0869120955467224 0.548583984375 0.451416015625 27
176124026 2001 1 2462 1 157 1 0.0869120955467224 0.548583984375 0.451416015625 27
176124027 2001 1 2450 0 168 1 0.103095650672913 0.574462890625 0.425537109375 27
176124028 2001 2 2455 1 184 2 0.106948137283325 0.66943359375 0.33056640625 27
176124070 2002 2 2517 0 103 2 0.287473917007446 0.5704345703125 0.4295654296875 28
176124071 2002 2 2517 0 103 2 0.0595191717147827 0.50726318359375 0.49273681640625 28
176124075 2002 2 2489 0 104 2 0.106948137283325 0.66943359375 0.33056640625 28
176124078 2002 2 2489 0 104 2 0.106948137283325 0.66943359375 0.33056640625 28
176124079 2002 2 2508 0 105 2 0.0335774421691895 0.41943359375 0.58056640625 28
176124080 2002 2 2508 1 105 2 0.0335774421691895 0.41943359375 0.58056640625 28
176124084 2002 1 2499 1 106 1 0.0523055791854858 0.509857177734375 0.490142822265625 28
176124086 2002 1 2499 0 106 1 0.0523055791854858 0.509857177734375 0.490142822265625 28
176124095 2002 1 2471 0 107 1 0.0346338748931885 0.4400634765625 0.5599365234375 28
176124096 2002 2 2471 0 107 2 0.0346338748931885 0.4400634765625 0.5599365234375 28
176124097 2002 2 2480 1 107 2 0.0392484664916992 0.44012451171875 0.55987548828125 28
176124098 2002 2 2480 1 107 2 0.0392484664916992 0.44012451171875 0.55987548828125 28
176124107 2001 2 2452 0 156 2 0.0971879959106445 0.645263671875 0.354736328125 27
176124108 2001 2 2452 0 156 2 0.0971879959106445 0.645263671875 0.354736328125 27
176124109 2001 1 2457 0 155 1 0.0542196035385132 0.50958251953125 0.49041748046875 27
176124110 2001 2 2457 0 155 2 0.0542196035385132 0.50958251953125 0.49041748046875 27
176124111 2001 1 2459 1 155 1 0 0.339599609375 0.660400390625 27
176124112 2001 2 2459 0 155 2 0 0.140380859375 0.859619140625 27
176124113 2001 1 2459 1 155 1 0 0.339599609375 0.660400390625 27
176124126 2002 1 2506 0 106 1 0 0.339599609375 0.660400390625 28
176124127 2002 2 2506 0 106 2 0 0.339599609375 0.660400390625 28
176124128 2002 2 2493 0 108 2 0.0924168229103088 0.539306640625 0.460693359375 28
176124129 2002 1 2491 0 110 1 0.0851902961730957 0.6241455078125 0.3758544921875 28
176124130 2002 2 2493 0 108 2 0.0924168229103088 0.539306640625 0.460693359375 28
176124131 2002 1 2491 0 110 1 0.0851902961730957 0.6241455078125 0.3758544921875 28
176124132 2002 2 2491 0 110 2 0.0851902961730957 0.6241455078125 0.3758544921875 28
176124133 2002 2 2484 0 111 2 0 0.310791015625 0.689208984375 28
176124134 2002 1 2484 0 111 1 0 0.310791015625 0.689208984375 28
176124135 2002 2 2476 0 110 2 0.0779668092727661 0.587677001953125 0.412322998046875 28
176124136 2002 2 2476 0 110 2 0.0779668092727661 0.587677001953125 0.412322998046875 28
176124137 2002 1 2476 1 110 1 0.0779668092727661 0.587677001953125 0.412322998046875 28
176124138 2002 2 2495 1 111 2 0.0864404439926147 0.51824951171875 0.48175048828125 28
176124140 2002 2 2495 0 111 2 0.0864404439926147 0.51824951171875 0.48175048828125 28
176124147 2002 2 2512 1 112 2 0.0386239290237427 0.42486572265625 0.57513427734375 28
176124148 2002 2 2512 0 112 2 0.0386239290237427 0.42486572265625 0.57513427734375 28
176124150 2002 2 2519 1 114 2 0.0670806169509888 0.525115966796875 0.474884033203125 28
176124151 2002 1 2519 1 114 1 0.0670806169509888 0.525115966796875 0.474884033203125 28
176124153 2002 1 2501 1 114 1 0.0682468414306641 0.580581665039062 0.419418334960938 28
176124156 2002 2 2487 0 114 2 0.0976645350456238 0.627578735351562 0.372421264648438 28
176124158 2002 2 2487 0 114 2 0.0976645350456238 0.627578735351562 0.372421264648438 28
176124159 2002 2 2482 0 115 2 0.0850938558578491 0.52935791015625 0.47064208984375 28
176124160 2002 1 2482 0 115 1 0.0850938558578491 0.52935791015625 0.47064208984375 28
176124162 2002 1 2497 0 117 1 0.0923056602478027 0.655029296875 0.344970703125 28
176124163 2002 1 2497 0 117 1 0.0443455576896667 0.424285888671875 0.575714111328125 28
176124165 2002 2 2468 0 121 2 0.0819287300109863 0.59332275390625 0.40667724609375 28
176124166 2002 2 2468 0 121 2 0.0819287300109863 0.59332275390625 0.40667724609375 28
176124169 2002 1 2504 1 125 1 0.0542196035385132 0.50958251953125 0.49041748046875 28
176124170 2002 2 2504 1 125 2 0.0542196035385132 0.50958251953125 0.49041748046875 28
176124172 2002 1 2504 1 125 1 0.0542196035385132 0.50958251953125 0.49041748046875 28
176124180 2002 1 2511 0 133 1 0.0891181230545044 0.53118896484375 0.46881103515625 28
176124181 2002 1 2511 0 133 1 0.0546243190765381 0.55517578125 0.44482421875 28
176124223 2003 2 2562 0 94 2 0.0523055791854858 0.509857177734375 0.490142822265625 29
176124232 2003 2 2579 0 96 2 0.287473917007446 0.5704345703125 0.4295654296875 29
176124233 2003 1 2579 0 96 1 0.287473917007446 0.5704345703125 0.4295654296875 29
176124246 2003 2 2547 0 100 2 0.0658616423606873 0.488555908203125 0.511444091796875 29
176124247 2003 1 2547 0 100 1 0.0658616423606873 0.488555908203125 0.511444091796875 29
176124249 2003 2 2547 0 100 2 0.0658616423606873 0.488555908203125 0.511444091796875 29
176124250 2003 2 2534 1 101 2 0.0766803622245789 0.525253295898438 0.474746704101562 29
176124251 2003 1 2534 0 101 1 0.0766803622245789 0.525253295898438 0.474746704101562 29
176124252 2003 2 2534 0 101 2 0.0766803622245789 0.525253295898438 0.474746704101562 29
176124253 2003 1 2528 1 102 1 0.0240890979766846 0.32568359375 0.67431640625 29
176124255 2003 1 2528 0 102 1 0.0346338748931885 0.4400634765625 0.5599365234375 29
176124256 2003 2 2577 1 101 2 0.0450029373168945 0.4488525390625 0.5511474609375 29
176124257 2003 1 2577 0 101 1 0.0386239290237427 0.42486572265625 0.57513427734375 29
176124258 2003 2 2577 0 101 2 0.0386239290237427 0.42486572265625 0.57513427734375 29
176124271 2003 1 2559 1 103 1 0.0710224807262421 0.4014892578125 0.5985107421875 29
176124272 2003 1 2559 0 103 1 0.0710224807262421 0.4014892578125 0.5985107421875 29
176124274 2003 1 2567 1 101 1 0.0660239458084106 0.49041748046875 0.50958251953125 29
176124275 2003 2 2567 0 101 2 0.0660239458084106 0.49041748046875 0.50958251953125 29
176124279 2003 2 2573 0 103 2 0.0335774421691895 0.41943359375 0.58056640625 29
176124280 2003 1 2573 0 103 1 0.0335774421691895 0.41943359375 0.58056640625 29
176124284 2003 2 2521 0 104 2 0.0747010707855225 0.62158203125 0.37841796875 29
176124285 2003 2 2521 0 104 2 0.0747010707855225 0.62158203125 0.37841796875 29
176124286 2003 1 2571 0 104 1 0.125 0.220062255859375 0.779937744140625 29
176124290 2003 1 2545 0 106 1 0.0850938558578491 0.52935791015625 0.47064208984375 29
176124292 2003 1 2575 1 107 1 0.0546243190765381 0.55517578125 0.44482421875 29
176124293 2003 2 2575 1 107 2 0.0546243190765381 0.55517578125 0.44482421875 29
176124294 2003 2 2575 1 107 2 0.0546243190765381 0.55517578125 0.44482421875 29
176124295 2003 1 2541 0 109 1 0 0.310791015625 0.689208984375 29
176124297 2003 2 2532 1 108 2 0.0591880232095718 0.446174621582031 0.553825378417969 29
176124298 2003 2 2532 0 108 2 0.0591880232095718 0.446174621582031 0.553825378417969 29
176124299 2003 1 2532 0 108 1 0.0591880232095718 0.446174621582031 0.553825378417969 29
176124300 2003 1 2549 0 108 1 0.113871425390244 0.542465209960938 0.457534790039062 29
176124301 2003 1 2549 0 108 1 0.113871425390244 0.542465209960938 0.457534790039062 29
176124302 2003 2 2549 0 108 2 0.113871425390244 0.542465209960938 0.457534790039062 29
176124303 2003 1 2569 1 107 1 0.0616087466478348 0.559524536132812 0.440475463867188 29
176124304 2003 2 2569 0 107 2 0.0616087466478348 0.559524536132812 0.440475463867188 29
176124312 2003 1 2557 0 110 1 0.0657838582992554 0.53265380859375 0.46734619140625 29
176124313 2003 2 2557 0 110 2 0.0657838582992554 0.53265380859375 0.46734619140625 29
176124314 2003 1 2557 0 110 1 0.0657838582992554 0.53265380859375 0.46734619140625 29
176124317 2003 1 2552 0 111 1 0.0424955487251282 0.48583984375 0.51416015625 29
176124318 2003 1 2552 0 111 1 0.0424955487251282 0.48583984375 0.51416015625 29
176124319 2003 2 2554 0 110 2 0.0916532091796398 0.5670166015625 0.4329833984375 29
176124334 2003 2 2525 0 118 2 0.0599206835031509 0.503555297851562 0.496444702148438 29
176124335 2003 2 2525 0 118 2 0.0599206835031509 0.503555297851562 0.496444702148438 29
176124349 2003 2 2544 0 123 2 0.0373613834381104 0.433868408203125 0.566131591796875 29
176124350 2003 2 2544 0 123 2 0.217355489730835 0.622955322265625 0.377044677734375 29
176124351 2003 2 2544 0 123 2 0.0373613834381104 0.433868408203125 0.566131591796875 29
176124359 2003 1 2566 0 132 1 0.0747941136360168 0.53875732421875 0.46124267578125 29
